horizon,split,coverage,win_rate,long_win_rate,short_win_rate,num_trades
1,holdout,0.22386407068504238,0.5499761480328403,0.5456295108259823,0.5538250331376633,39829.0
3,holdout,0.9011837046696194,0.5126329248136714,0.5124245110532439,0.5128036397054653,160335.0
6,holdout,0.8418242316598844,0.5076181446713047,0.5086336550726294,0.5070696268265344,149774.0
12,holdout,0.8391825355785877,0.5024245834003108,0.4998158379373849,0.5032322009665904,149304.0
1,oof_dev,0.20790666666666666,0.5726608093375233,0.5758939284857212,0.5689488910318226,31186.0
3,oof_dev,0.8908266666666667,0.5206250374184278,0.5206363499924959,0.5206137863092217,133624.0
6,oof_dev,0.7727933333333333,0.5101234482699126,0.5095946206920767,0.510634328358209,115919.0
12,oof_dev,0.72202,0.5054522958736138,0.5038379692962456,0.5069784986797435,108303.0
